DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2024
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"411940 PIRAI DO SUL";-;1;-;-;-;-;-;-;-;-;5;3;6;17;27;17;18;40;35;32;34;35;14;16;23;6;3;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;337
"411950 PIRAQUARA";1;-;-;2;2;1;2;2;2;3;10;7;19;11;10;9;8;6;11;18;7;3;6;6;5;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;157
"411960 PITANGA";-;1;5;6;9;20;29;14;52;92;28;54;16;14;36;82;18;8;15;11;13;10;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;537
"411965 PITANGUEIRAS";-;-;-;-;2;-;3;6;4;4;11;15;14;21;33;34;36;27;9;8;5;2;5;1;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245
"411970 PLANALTINA DO PARANA";41;24;62;65;36;57;34;38;32;37;31;29;24;19;8;10;-;5;7;7;-;-;-;2;1;-;1;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;574
"411980 PLANALTO";-;-;11;10;28;36;34;62;75;86;144;172;194;202;203;196;129;110;156;119;35;23;7;22;10;9;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2076
"411990 PONTA GROSSA";3;5;12;16;18;32;70;86;178;284;433;861;990;1336;1695;1970;1536;1739;2255;2314;1494;909;506;494;418;277;138;61;34;27;17;17;13;10;4;5;8;7;13;10;5;7;7;8;4;11;15;13;15;9;8;-;20397
"411995 PONTAL DO PARANA";6;5;8;13;35;29;45;29;36;34;40;57;53;107;77;59;41;56;74;80;44;32;19;13;14;5;7;5;2;2;1;1;-;1;-;1;-;-;-;2;-;1;-;-;1;-;-;3;3;-;3;-;1044
"412000 PORECATU";-;1;3;1;-;-;-;2;2;5;3;5;5;4;5;-;4;10;10;12;12;9;3;4;4;10;5;7;4;4;3;5;-;1;-;-;-;-;-;-;-;4;-;-;1;1;4;1;6;9;8;8;185
"412010 PORTO AMAZONAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412015 PORTO BARREIRO";-;-;-;-;-;-;1;1;-;3;9;1;-;2;2;5;2;4;4;1;3;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;43
"412020 PORTO RICO";3;3;4;-;2;-;2;5;1;3;1;3;4;3;1;1;-;3;1;8;1;-;-;1;6;-;1;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63
"412033 PRADO FERREIRA";-;-;-;2;1;3;8;10;9;12;24;31;25;28;32;32;38;70;69;76;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;476
"412035 PRANCHITA";-;-;1;2;2;4;11;19;20;76;105;195;195;205;237;220;82;110;73;44;13;13;4;12;4;1;1;-;1;-;1;-;-;1;-;-;2;1;-;-;-;-;-;-;2;-;2;3;1;6;2;-;1671
"412040 PRESIDENTE CASTELO BRANCO";-;-;-;1;-;-;-;2;2;4;4;10;5;16;11;7;2;15;17;20;13;2;2;10;1;1;4;-;1;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;154
"412050 PRIMEIRO DE MAIO";1;1;2;3;3;8;8;9;8;10;7;8;8;20;59;69;91;68;120;181;200;103;70;83;86;42;22;18;4;3;1;-;-;-;-;-;-;-;5;5;1;4;27;21;25;21;31;28;28;35;24;25;1596
"412060 PRUDENTOPOLIS";-;-;-;-;-;1;2;7;5;2;8;18;30;50;49;46;65;79;96;91;83;62;28;35;28;12;7;3;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;812
"412065 QUARTO CENTENARIO";-;6;33;22;32;29;47;41;84;73;96;117;73;75;66;64;28;37;27;11;13;5;3;1;2;3;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;992
"412070 QUATIGUA";-;-;3;-;1;1;5;2;11;15;35;78;82;95;135;61;55;72;98;76;64;33;20;17;18;11;5;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;996
"412080 QUATRO BARRAS";-;-;-;-;-;-;2;1;-;-;2;2;4;7;10;13;9;8;10;4;3;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79
"412085 QUATRO PONTES";-;-;1;2;-;3;7;14;5;8;6;5;4;4;6;1;4;7;1;4;7;2;2;5;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101
"412090 QUEDAS DO IGUACU";52;146;328;507;554;575;849;754;568;538;373;248;164;102;55;49;24;24;25;14;3;3;2;8;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5971
"412100 QUERENCIA DO NORTE";42;54;43;30;30;20;16;22;11;16;9;6;3;9;4;9;13;8;11;10;5;3;1;-;7;1;2;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;2;-;-;2;-;394
"412110 QUINTA DO SOL";30;33;71;88;51;88;102;103;144;117;97;93;39;49;43;22;19;22;17;16;14;6;3;2;1;3;-;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1277
"412120 QUITANDINHA";-;-;-;-;-;-;-;-;-;1;-;2;1;2;1;1;-;1;2;3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"412125 RAMILANDIA";-;-;1;-;2;1;4;6;4;7;12;12;7;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"412130 RANCHO ALEGRE";3;3;1;2;3;3;-;4;3;11;21;20;41;75;42;54;43;38;33;32;7;-;2;2;-;-;1;1;1;8;-;6;-;-;-;-;1;-;-;-;1;1;2;-;-;-;-;2;-;2;2;1;472
"412135 RANCHO ALEGRE D'OESTE";-;-;1;-;-;-;1;1;-;-;3;2;3;8;5;9;3;11;11;9;3;4;1;4;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;86
"412140 REALEZA";12;21;34;80;76;99;161;193;197;135;151;298;243;238;162;154;74;88;84;49;28;8;4;8;6;4;9;2;2;-;1;-;-;1;-;1;-;-;-;4;2;-;1;2;3;1;8;-;-;-;-;-;2644
"412150 REBOUCAS";-;-;-;-;-;-;-;1;-;4;4;11;23;66;59;33;50;93;134;108;88;30;6;20;22;19;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;777
"412160 RENASCENCA";-;-;-;-;-;-;-;-;4;5;3;10;16;20;42;56;22;45;60;62;20;17;12;17;14;9;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;439
"412170 RESERVA";-;-;-;1;1;1;4;8;11;30;50;69;81;79;71;119;60;177;214;153;74;42;26;39;19;14;4;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1350
"412175 RESERVA DO IGUACU";-;-;-;1;-;-;-;1;2;1;6;3;1;4;6;6;15;12;13;14;3;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;95
"412180 RIBEIRAO CLARO";-;2;2;1;-;3;3;4;7;5;2;13;18;26;32;56;47;65;82;107;70;59;75;61;28;10;5;3;1;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;792
"412190 RIBEIRAO DO PINHAL";2;10;11;7;10;2;3;17;19;31;37;18;12;3;4;-;3;18;6;10;5;-;3;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;-;240
"412200 RIO AZUL";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;2;-;2;6;3;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"412210 RIO BOM";-;2;1;5;7;6;13;8;5;13;26;24;20;28;38;19;19;25;32;33;22;17;5;7;11;2;-;-;-;5;3;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;401
"412215 RIO BONITO DO IGUACU";-;-;-;-;2;2;4;4;10;36;27;10;8;15;41;49;26;12;15;9;7;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;281
"412217 RIO BRANCO DO IVAI";-;-;7;15;8;30;37;55;44;49;39;37;33;43;42;20;-;1;2;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;466
"412220 RIO BRANCO DO SUL";-;-;-;-;-;-;-;-;-;1;-;-;2;2;2;-;-;1;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"412230 RIO NEGRO";-;-;-;1;-;-;-;-;-;-;1;-;2;2;2;3;2;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"412240 ROLANDIA";18;43;58;63;81;171;271;350;462;556;511;667;668;578;511;498;395;416;435;343;259;123;87;87;63;42;11;6;4;3;2;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;7789
"412250 RONCADOR";2;6;8;45;45;78;180;174;215;221;279;324;139;193;173;114;86;83;47;44;41;12;1;3;8;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;2528
"412260 RONDON";-;1;2;3;3;5;3;3;2;1;4;7;2;4;7;6;7;8;6;9;4;6;2;-;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100
"412265 ROSARIO DO IVAI";-;-;-;-;-;-;1;3;6;10;25;23;53;48;47;36;24;50;58;43;40;14;14;11;16;5;3;6;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;539
"412270 SABAUDIA";1;2;2;1;3;1;12;16;18;41;34;75;88;114;98;152;86;74;83;40;31;10;4;4;2;-;1;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;1003
"412280 SALGADO FILHO";-;-;-;-;1;-;1;-;2;15;6;18;32;29;76;90;61;41;66;36;25;10;3;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;524
"412290 SALTO DO ITARARE";-;1;-;-;1;3;-;1;-;2;6;6;17;30;44;39;42;41;31;10;29;26;7;6;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;348
"412300 SALTO DO LONTRA";13;10;37;67;47;105;174;155;63;27;33;116;86;67;51;84;57;32;41;21;12;4;3;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1310
"412310 SANTA AMELIA";44;16;16;16;16;36;21;7;6;9;4;9;2;2;9;3;1;2;-;2;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224
"412320 SANTA CECILIA DO PAVAO";-;-;-;-;-;-;-;1;3;-;1;2;3;2;-;2;10;2;14;15;15;14;11;9;17;15;6;5;1;9;4;4;5;3;3;5;2;1;-;1;3;1;1;2;-;-;-;-;-;-;1;1;194
"412330 SANTA CRUZ DE MONTE CASTELO";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"412340 SANTA FE";-;1;-;-;-;-;-;-;-;-;1;1;-;3;-;-;-;1;5;1;1;-;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"412350 SANTA HELENA";-;5;3;6;19;13;20;21;23;41;64;85;95;113;167;179;155;254;377;233;109;91;64;92;65;45;16;5;3;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2369
"412360 SANTA INES";-;-;-;-;1;4;-;-;-;-;-;-;-;-;1;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"412370 SANTA ISABEL DO IVAI";1;2;3;3;8;7;11;19;27;23;20;21;17;29;29;22;55;19;55;69;37;17;12;25;19;12;10;9;3;4;-;2;-;-;-;2;3;2;1;-;-;-;-;-;1;-;-;1;-;2;-;2;604
"412380 SANTA IZABEL DO OESTE";117;98;134;175;136;139;100;111;113;90;78;125;100;82;69;50;46;46;8;10;11;9;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1854
"412382 SANTA LUCIA";6;14;23;46;77;61;72;91;87;77;101;82;79;58;44;37;24;21;6;3;3;-;2;2;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1023
"412385 SANTA MARIA DO OESTE";-;-;-;-;2;1;5;6;13;12;11;12;9;18;24;17;5;14;19;7;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;177
"412390 SANTA MARIANA";1;1;1;-;-;6;4;9;2;5;13;11;17;26;68;64;78;100;113;111;96;55;22;27;29;9;8;4;5;2;1;-;1;-;-;-;1;-;-;-;-;1;2;-;2;-;-;2;3;3;2;-;905
"412395 SANTA MONICA";1;-;-;-;-;-;-;-;-;1;1;4;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"412400 SANTANA DO ITARARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"412402 SANTA TEREZA DO OESTE";6;8;30;27;60;133;173;193;175;286;281;355;307;247;233;184;105;108;90;44;23;7;7;8;11;4;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3110
"412405 SANTA TEREZINHA DE ITAIPU";-;1;-;1;5;5;8;8;7;13;18;48;69;67;71;86;77;110;115;103;74;21;18;20;35;25;3;8;1;6;2;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1029
"412410 SANTO ANTONIO DA PLATINA";18;28;39;49;58;31;21;59;130;60;147;419;324;279;308;224;194;120;123;83;65;29;16;4;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2843
"412420 SANTO ANTONIO DO CAIUA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"412430 SANTO ANTONIO DO PARAISO";-;-;-;-;-;-;-;-;-;-;-;-;2;7;1;4;6;18;27;12;18;2;6;3;4;2;2;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117
"412440 SANTO ANTONIO DO SUDOESTE";1;3;9;19;38;48;101;140;206;337;444;641;599;605;517;447;272;210;183;137;50;28;34;10;4;3;-;1;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;5093
"412450 SANTO INACIO";-;-;-;-;-;-;-;-;1;-;1;-;2;3;-;1;2;-;1;4;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;19
"412460 SAO CARLOS DO IVAI";4;1;10;24;8;10;29;33;38;32;39;32;28;29;21;41;52;34;34;36;19;5;4;10;5;3;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;586
"412470 SAO JERONIMO DA SERRA";2;2;2;1;5;4;6;4;9;9;18;55;58;36;32;41;37;36;66;40;40;16;12;18;9;2;2;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;569
"412480 SAO JOAO";1;-;-;1;-;3;12;26;68;72;173;219;145;244;223;230;158;127;190;122;53;34;7;16;13;4;2;5;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2152
"412490 SAO JOAO DO CAIUA";3;9;5;6;9;10;16;37;32;54;29;41;39;42;48;14;19;15;9;17;7;12;1;-;6;3;5;4;3;5;1;-;-;-;1;-;-;-;-;-;3;2;5;20;36;53;68;41;89;83;67;26;995
"412500 SAO JOAO DO IVAI";37;47;55;59;61;112;121;103;97;95;109;65;73;60;31;17;26;30;16;18;13;6;4;2;4;2;1;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1270
"412510 SAO JOAO DO TRIUNFO";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"412520 SAO JORGE D'OESTE";-;-;1;1;2;5;14;28;49;89;136;154;218;240;171;168;128;127;137;79;31;27;5;12;14;6;3;1;-;-;-;1;1;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;1;-;-;-;1853
"412530 SAO JORGE DO IVAI";-;-;2;1;4;2;6;9;2;6;21;11;29;36;34;32;34;37;39;15;19;9;5;2;4;1;1;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;365
"412535 SAO JORGE DO PATROCINIO";-;-;-;-;3;-;1;3;-;2;2;3;5;11;7;16;10;11;20;18;19;1;2;3;4;2;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;148
"412540 SAO JOSE DA BOA VISTA";1;-;-;1;-;-;1;-;1;-;-;3;7;9;17;21;30;42;46;51;33;23;9;8;14;1;-;1;2;4;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;328
"412545 SAO JOSE DAS PALMEIRAS";-;-;-;-;-;-;-;2;2;7;3;6;9;9;5;4;10;25;31;20;6;4;3;9;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;159
"412550 SAO JOSE DOS PINHAIS";1;1;-;1;1;2;8;7;8;5;13;11;18;34;19;19;14;25;30;32;11;6;3;2;3;5;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;284
"412555 SAO MANOEL DO PARANA";1;-;1;-;-;1;3;1;6;2;7;4;12;6;17;24;17;12;12;14;8;8;1;3;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;164
"412560 SAO MATEUS DO SUL";-;-;-;-;1;-;-;2;2;5;3;11;9;11;8;11;10;12;15;18;6;2;2;1;4;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137
"412570 SAO MIGUEL DO IGUACU";6;1;3;14;15;22;18;24;53;110;113;113;147;186;132;138;98;155;169;150;104;91;86;104;77;44;27;6;3;5;7;5;-;1;1;1;4;-;-;2;2;4;3;5;3;1;1;4;9;3;3;1;2274
"412575 SAO PEDRO DO IGUACU";-;-;2;1;4;4;6;15;9;22;11;16;16;16;24;24;13;14;12;15;4;2;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;235
"412580 SAO PEDRO DO IVAI";6;7;6;9;19;25;24;31;51;55;59;104;54;107;108;81;104;108;130;99;63;28;30;22;13;6;14;7;3;2;4;1;-;1;1;1;-;-;-;-;2;1;-;-;-;-;3;-;2;2;-;-;1393
"412590 SAO PEDRO DO PARANA";2;4;2;3;1;4;3;1;3;4;-;6;3;1;5;8;1;-;1;5;10;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;74
"412600 SAO SEBASTIAO DA AMOREIRA";-;3;1;-;4;7;9;7;5;4;7;9;19;27;26;29;18;21;30;47;35;20;12;12;12;10;12;3;1;3;2;1;1;1;-;-;-;-;-;1;-;1;-;-;1;-;1;2;-;-;1;2;407
"412610 SAO TOME";3;-;2;1;1;1;7;5;2;8;10;15;2;2;28;29;48;52;53;53;39;11;5;12;12;16;3;3;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;427
"412620 SAPOPEMA";-;1;-;-;2;1;3;1;-;2;10;23;37;44;55;72;50;75;89;86;54;33;18;19;16;8;4;2;1;5;-;2;-;3;-;-;-;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;721
"412625 SARANDI";12;33;52;59;61;75;92;80;112;118;196;313;284;325;332;268;252;266;200;164;91;53;56;63;34;45;36;13;23;30;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;3743
"412627 SAUDADE DO IGUACU";-;-;-;-;4;3;2;31;42;35;48;61;68;95;49;59;37;33;33;23;5;10;7;4;1;1;-;2;-;-;2;-;-;-;-;1;-;-;-;-;-;-;2;3;2;1;2;1;-;-;-;-;667
"412630 SENGES";-;-;1;2;3;10;9;21;51;42;30;57;37;107;109;178;165;159;187;151;76;51;23;33;18;7;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1533
"412635 SERRANOPOLIS DO IGUACU";-;-;-;1;3;-;5;-;-;1;2;3;4;8;10;16;13;11;13;9;1;4;6;10;6;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130
"412640 SERTANEJA";2;2;-;-;1;4;1;5;8;21;38;34;56;77;61;60;58;61;48;45;14;6;5;10;5;5;6;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;636
"412650 SERTANOPOLIS";-;-;-;3;3;3;11;20;19;23;33;11;23;72;39;12;25;81;57;36;99;74;37;30;9;-;12;9;6;5;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;1;-;1;1;759
"412660 SIQUEIRA CAMPOS";8;16;24;42;33;20;90;84;86;190;306;305;253;318;266;204;150;72;80;125;65;22;16;17;13;6;8;2;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2825
"412665 SULINA";-;-;-;-;-;-;1;2;8;11;45;58;91;116;77;81;67;51;46;35;23;7;8;2;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;739
"412667 TAMARANA";2;8;5;7;18;21;51;66;83;106;161;133;126;66;126;64;16;11;24;48;53;29;10;7;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1249
"412670 TAMBOARA";7;19;44;23;16;9;1;8;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;133
"412680 TAPEJARA";16;18;6;5;11;9;8;4;8;3;3;1;-;1;2;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98
"412690 TAPIRA";1;-;4;6;3;4;5;6;4;8;7;16;22;21;51;58;56;99;76;62;45;29;23;27;18;13;10;7;5;2;2;2;2;-;2;-;5;6;-;1;6;1;2;3;4;4;4;1;8;7;10;7;765
"412700 TEIXEIRA SOARES";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;4;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"412710 TELEMACO BORBA";-;4;7;8;11;18;29;77;106;201;364;479;643;791;926;1147;958;1050;1072;815;584;395;128;176;116;63;33;13;14;13;2;5;3;1;1;1;2;1;-;-;-;1;4;1;2;-;-;1;-;1;-;-;10267
"412720 TERRA BOA";1;-;-;3;2;1;3;5;5;18;14;18;18;14;8;10;13;12;5;9;6;3;1;2;3;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;179
"412730 TERRA RICA";1;3;8;11;7;10;13;6;8;8;5;6;7;16;13;9;13;17;9;24;2;4;8;10;6;7;3;2;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;1;247
"412740 TERRA ROXA";61;92;108;118;79;101;158;104;100;113;69;86;67;55;42;38;25;24;18;16;4;1;1;4;1;7;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1496
"412750 TIBAGI";-;-;-;-;-;-;-;-;1;-;3;3;8;8;8;14;20;17;21;10;7;6;4;3;1;-;-;1;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139
"412760 TIJUCAS DO SUL";-;-;-;-;-;-;-;2;1;-;-;-;1;3;-;1;1;-;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"412770 TOLEDO";56;105;174;213;254;253;375;488;479;582;534;436;450;525;531;803;814;722;564;392;271;142;117;145;114;65;44;11;20;17;1;3;-;2;2;3;1;-;1;-;1;2;-;1;-;-;1;-;-;-;1;-;9715
